avg_speed,max_speed,min_speed,accel_var,jerk_rms,distance_km,ev_Wh_per_km,peak_power_kW,idle_ratio,accel_ratio,decel_ratio,cruise_ratio,F_rr_mean,F_aero_mean,F_grade_mean,E_total_Wh,energy_efficiency,grade_mean,grade_std,traffic_density,road_type,temperature_C,weather,moving_avg_speed,moving_avg_accel,speed_std,accel_std,idle_ratio_window,stop_duration,accel_event_duration,total_resistance_mean,power_mean_kW,power_std_kW,battery_stress_proxy,eco_index_proxy,aggressiveness_index,comfort_index,domain,cycle_id
14.27177112448499,22.322236176509158,6.254760340779843,1.9942522121785018,1.233908610191219,8.563062674690995,294.4775764459745,102.72610599810963,0.0,0.455,0.4266666666666667,0.04833333333333333,220.53788041485114,83.16999226348322,18.431724311356042,2521.629943692466,0.7386161334876888,0.0012725849789678551,0.0412114125876717,0.3,hilly,16.428671086831237,clear,14.264665457080715,-0.00083558359832814,3.0248968774502547,1.412179950352823,0.0,0.0,273.0,322.1395969896904,15.129779662154794,20.41258297513819,1.0,0.0015201357326657435,0.13333333333333333,0.4476458864243339,hilly,hilly_000
14.472996149972971,22.231307895145605,5.0,1.9821515009308572,1.216625797011203,8.68379768998378,292.2120969474046,158.2894357852303,0.0,0.45,0.42833333333333334,0.04666666666666667,220.53788041485114,85.56488152639183,18.431724311356042,2537.5107327494006,0.7562138295596744,0.0012725849789678551,0.0412114125876717,0.3,hilly,20.609132521259568,cloudy,14.467507064713429,0.001766728289865698,3.081298060324227,1.40788902294565,0.0,0.0,270.0,324.53448625259904,15.225064396496402,20.713752702706316,1.0,0.001543865370586915,0.14333333333333334,0.45113613734368435,hilly,hilly_001
14.529048087131981,22.437813979418056,5.839387408400478,1.8336543465348472,1.1422617720949564,8.717428852279197,283.44091932442484,119.67397830257751,0.0,0.455,0.43,0.058333333333333334,220.53788041485114,86.23477315381895,18.431724311356042,2470.876048318722,0.7387930323809382,0.0012725849789678551,0.0412114125876717,0.3,hilly,19.79469597480433,clear,14.513872859034079,-0.0021671160088803814,3.095648763058127,1.3541249375647904,0.0,0.0,273.0,325.20437788002613,14.825256289912332,20.075332042569507,0.9966666666666667,0.0016468912192886735,0.13166666666666665,0.46679636122250456,hilly,hilly_002
14.28342102134184,24.608223487566345,5.3094660276073045,2.0034574514001346,1.2308882640624341,8.570052612805087,292.43929382880924,213.45190169804096,0.0,0.43666666666666665,0.445,0.05333333333333334,220.53788041485114,83.46599264442341,18.431724311356042,2506.2201344569007,0.7533354759725357,0.0012725849789678551,0.0412114125876717,0.3,hilly,21.426364757649445,cloudy,14.264929070740152,0.00013257426158411306,3.0943183712520255,1.4154354281987345,0.0,0.0,262.0,322.4355973706306,15.037320806741404,21.831403038854408,0.995,0.001532803398570558,0.14333333333333334,0.4482519434563728,hilly,hilly_003
14.237931807342205,21.783316040214796,5.223297761586796,1.8162255853353046,1.1596824951516507,8.542759084405327,275.4028384513162,115.76837420624017,0.0,0.41833333333333333,0.4483333333333333,0.065,220.53788041485114,82.98532520684711,18.431724311356042,2352.700100326397,0.7301972711897173,0.0012725849789678551,0.0412114125876717,0.3,hilly,16.252558786051814,cloudy,14.243468623760284,-0.0013378382913578765,3.105186596453922,1.3476741391505977,0.0,0.0,251.0,321.95492993305436,14.116200601958385,19.847309603717314,0.9983333333333333,0.001681286321809381,0.13666666666666666,0.4630310252756765,hilly,hilly_004
14.377207248711596,23.284378733318153,6.3882314094329615,1.9412216148999297,1.1963668682786641,8.626324349226957,291.8838765604874,119.999844574204,0.0,0.44166666666666665,0.445,0.06666666666666667,220.53788041485114,84.33950314085067,18.431724311356042,2517.884991812372,0.7319254176024711,0.0012725849789678551,0.0412114125876717,0.3,hilly,23.05681828866618,clear,14.37459092474693,0.00010413186752820275,3.0202917885331004,1.3932772928961161,0.0,0.0,265.0,323.3091078670579,15.10730995087423,20.567165130570643,0.9983333333333333,0.0015598578059439394,0.14166666666666666,0.45529734328205357,hilly,hilly_005
14.36243531761115,23.496936321230912,6.1367578468956445,2.0746982581622606,1.2707672159697234,8.617461190566695,297.57210981353717,98.29305498344142,0.0,0.45,0.44,0.05333333333333334,220.53788041485114,84.4493998966446,18.431724311356042,2564.3161080107793,0.7408656470808259,0.0012725849789678551,0.0412114125876717,0.3,hilly,20.341025804134233,clear,14.345174046239231,0.001497279709458544,3.134952983876484,1.440381289160013,0.0,0.0,270.0,323.4190046228518,15.385896648064675,20.453538764479518,0.9966666666666667,0.0014799095076769772,0.15333333333333332,0.4403797945325512,hilly,hilly_006
14.126223711841089,22.231004537113915,5.789468133833009,1.761652105138559,1.1392802374057838,8.475734227104656,270.34151849955146,95.39247671119203,0.0,0.42833333333333334,0.4166666666666667,0.07833333333333334,220.53788041485114,81.32431659355127,18.431724311356042,2291.3428616244364,0.7390100014730272,0.0012725849789678551,0.0412114125876717,0.3,hilly,24.733626645978177,cloudy,14.121852337171067,-0.0036144217849721997,2.9257716509398715,1.327272430640582,0.0,0.0,257.0,320.2939213197585,13.748057169746618,18.70513618840641,0.995,0.0017290978545612928,0.14166666666666666,0.4674469396364164,hilly,hilly_007
14.400617638241924,21.4985443989341,6.451656665050928,1.7953318020557019,1.1618743789123778,8.640370582945156,279.02277276419505,90.25498936176982,0.0,0.44333333333333336,0.42333333333333334,0.06666666666666667,220.53788041485114,84.33335277101386,18.431724311356042,2410.8601580425648,0.728140680278486,0.0012725849789678551,0.0412114125876717,0.3,hilly,21.22801091343599,clear,14.389240044936495,-0.0006669007206457029,2.903915200965383,1.339899922403051,0.0,0.0,266.0,323.3029574972211,14.465160948255388,19.551312552693204,1.0,0.0016577914492349323,0.13833333333333334,0.462561566830304,hilly,hilly_008
14.278152058918398,22.112420657764332,5.10724841705872,1.970956088603178,1.2085014364191817,8.566891235351036,288.83283528277235,132.96580980306018,0.0,0.43,0.4533333333333333,0.051666666666666666,220.53788041485114,83.34674502210734,18.431724311356042,2474.399485354405,0.7369520539866158,0.0012725849789678551,0.0412114125876717,0.3,hilly,23.237782751988682,cloudy,14.260358180372329,0.0009592749406843383,3.0692245445777333,1.4039074359099242,0.0,0.0,258.0,322.3163497483145,14.84639691212643,20.070149642872817,0.9966666666666667,0.0015676739815652272,0.145,0.45279572089451714,hilly,hilly_009
14.221883843649819,24.00574327760422,5.3937800200681885,2.273058880443951,1.3385116039092397,8.5331303061899,305.740941475782,118.22474255709382,0.0,0.445,0.4716666666666667,0.043333333333333335,220.53788041485114,82.64664613086325,18.431724311356042,2608.9272938557688,0.7323535456686391,0.0012725849789678551,0.0412114125876717,0.3,hilly,24.21680098471873,clear,14.224033952100232,-0.0030558947342792637,3.038456887931521,1.5076667007147007,0.0,0.0,267.0,321.61625085707044,15.653563763134613,21.66307477287246,1.0,0.0013986429873362046,0.155,0.4276224237366714,hilly,hilly_010
14.202809182614413,23.484140702007494,6.7116587316970655,1.9949105325058683,1.2233087441272,8.521685509568641,283.09401634958334,115.30333428938827,0.0,0.4533333333333333,0.43166666666666664,0.058333333333333334,220.53788041485114,82.2567144214889,18.431724311356042,2412.4381772549264,0.738234323570724,0.0012725849789678551,0.0412114125876717,0.3,hilly,24.60006512643062,clear,14.188233463521787,-0.00024322827097944346,2.9625275761858063,1.4124130176778562,0.0,0.0,272.0,321.2263191476961,14.474629063529559,19.269007947101418,0.9983333333333333,0.0015888011079755015,0.13166666666666665,0.4497800868374527,hilly,hilly_011
14.268097677837346,22.944039558525418,7.542449076571577,1.7904092774308242,1.1366383508949498,8.5608586067024,280.1597690951785,109.72181578883874,0.0,0.45,0.43,0.055,220.53788041485114,82.8932898035852,18.431724311356042,2398.4081707903756,0.7499722556767431,0.0012725849789678551,0.0412114125876717,0.3,hilly,21.66005685734777,clear,14.27087056004248,0.0015391507607207477,2.923483266998456,1.338061761441087,0.0,0.0,270.0,321.8628945297924,14.390449024742255,19.584623303588973,0.995,0.0016705643521635878,0.12333333333333334,0.46802492316078714,hilly,hilly_012
14.411664866238713,21.896711179855465,7.007866409503693,1.9571363566700173,1.205613359759846,8.646998919743226,286.5431587680979,148.37039626561244,0.0,0.43,0.4266666666666667,0.07333333333333333,220.53788041485114,84.7833798011056,18.431724311356042,2477.7383846140974,0.7539815575460795,0.0012725849789678551,0.0412114125876717,0.3,hilly,18.057651851702342,clear,14.404482150268088,0.0004790812597648886,3.0440194829764864,1.3989768964032312,0.0,0.0,258.0,323.7529845273128,14.866430307684585,20.704133563575958,0.9933333333333333,0.0015822699209156034,0.13333333333333333,0.4533886211629055,hilly,hilly_013
14.323501159810785,22.523836479907825,5.644614936123603,2.0179088410188823,1.2167501000357581,8.594100695886473,290.4614986371367,111.84538052789284,0.0,0.43833333333333335,0.44166666666666665,0.058333333333333334,220.53788041485114,83.89346094947528,18.431724311356042,2496.2553678561057,0.7293683980324367,0.0012725849789678551,0.0412114125876717,0.3,hilly,22.09286349533823,cloudy,14.314545265207645,-0.00032402932145322253,3.08579577812094,1.4205311826985292,0.0,0.0,263.0,322.86306567568255,14.977532207136635,20.371928366923804,0.9966666666666667,0.0015530830841720144,0.145,0.45111084013658964,hilly,hilly_014
14.362610991151888,23.13783904295908,5.497801057021933,2.067564320312944,1.2629584898583437,8.617566594691134,289.558642356895,112.66284161449758,0.0,0.445,0.43833333333333335,0.05,220.53788041485114,84.20609013459921,18.431724311356042,2495.2908838684543,0.7498035522188107,0.0012725849789678551,0.0412114125876717,0.3,hilly,16.685938588328167,clear,14.3350692934973,-0.0012672747834318416,3.0331914019897157,1.4379027506451694,0.0,0.0,267.0,323.17569486080646,14.971745303210724,19.942537249715485,0.9966666666666667,0.001526113663512706,0.14666666666666667,0.4418994004890465,hilly,hilly_015
14.211213559279773,23.186070744928724,5.6583795126258,1.9980852921744694,1.2107984502179387,8.526728135567867,283.59290257362704,114.8641763609652,0.0,0.4266666666666667,0.44666666666666666,0.07,220.53788041485114,82.81000134216822,18.431724311356042,2418.1195817054954,0.7405840481280248,0.0012725849789678551,0.0412114125876717,0.3,hilly,16.014607844441137,clear,14.208063298679216,-0.002502559653838507,3.1549387177096753,1.413536448831253,0.0,0.0,256.0,321.7796060683754,14.508717490232971,20.865383921889656,1.0,0.0015949809153250516,0.14666666666666667,0.45232526732657186,hilly,hilly_016
