cycle_id,domain,battery_energy_consumption,battery_energy_used,regenerative_energy,battery_efficiency,peak_c_rate,average_c_rate,power_demand,peak_power,energy_recovery_ratio,energy_loss_ratio,average_velocity,maximum_velocity,mean_acceleration,acceleration_std_deviation,positive_acceleration_ratio,idle_ratio,cruise_ratio,kinetic_fluctuation_index,acceleration_variance_index,acceleration_smoothness,final_soc,soc_variance,soh_proxy,average_temperature,maximum_temperature,degradation_rate,coulombic_efficiency,heat_generation_rate,eco_driving_index,battery_system_index,energy_per_distance,power_per_velocity,regeneration_efficiency,trip_efficiency_ratio,eco_score,efficiency_weighted_eco_score,propulsion_efficiency,system_efficiency,distance_km,validation_score,validation_attempts,is_validated
urban_000,urban,225.277156409254,653.0644408538312,34.41112344853631,88.79519152528086,1.854851570882525,0.44965715275991613,22479.989940487398,38054.939626606974,0.05269169258680492,0.11204808474719141,17.393626178433184,36.200494818362756,0.009344396917301673,2.0043152481551307,0.45666666666666667,0.01,0.06666666666666667,0.1824854696627091,193.75854041358212,0.33285455000572034,65.81114518759205,3.5256355689226537,0.403752529414241,41.059972606855254,52.60954155914396,1.2086463024476366,97.76938055916509,225.14473921337031,0.15943417635059817,0.6701212617815075,225.277156409254,1292.3525754384607,0.05269169258680492,0.816202682533363,0.14598659083807483,0.2216162068591464,0.9592354597958728,0.8517549637041537,2.8989376964055307,0.7360413277314509,1,True
urban_001,urban,255.59657839835353,782.0448792639083,116.08607420254393,85.66552786087253,2.069708649985948,0.7163403758206639,11163.749021908403,26843.818782825198,0.14843895643540583,0.14334472139127474,18.35810676726053,33.204893488811706,0.006189290454323174,1.6691584684650442,0.45,0.02,0.06,0.1481194262437848,232.17290761445315,0.37464991749818105,64.73602482852883,1.8533176656537704,0.3304616916044568,35.297689459595844,44.61140530494417,1.113140701094668,97.9149663094288,189.4511995244398,0.20665482866372234,0.7064585692581148,255.59657839835353,608.0769159105561,0.14843895643540583,0.7686194139482032,0.21900255943884772,0.27269324951493157,0.8242112292279724,0.7060649002067286,3.059684461210088,0.7680097215897526,1,True
urban_002,urban,308.5145337284097,884.5363318105094,107.87775370321793,88.5336986284523,1.4810290641163872,0.5726416447779852,10400.469462770943,24293.278642274377,0.12195952598451562,0.11466301371547705,17.20248938267228,33.79545622596174,-0.011017830352010018,1.9214647705549357,0.45666666666666667,0.018333333333333333,0.075,0.17878314504892565,159.8844978065084,0.3422940471775906,46.19439819115598,3.5144472666918984,0.39527965344831284,32.619551042119774,45.498783645962476,0.9542843921541657,97.14461162437419,182.11449951214013,0.17357914339566274,0.785737271412567,308.5145337284097,604.5558102443168,0.12195952598451562,0.8930896551684938,0.12090900338806028,0.22969285631534958,0.8458493605963602,0.7488617237610723,2.8670815637787133,0.74254243115402,1,True
urban_003,urban,198.41262676983604,588.320828370105,83.14588154598707,91.32615785367554,2.3157292879778257,1.1785060672847367,11211.416365840381,28403.366103352542,0.14132720823284015,0.08673842146324462,17.79082827382472,34.39050335368964,0.0034404829615083295,1.8531677608063055,0.44,0.021666666666666667,0.05,0.17173730742430934,417.3347306746173,0.35048762772974834,87.47025438650496,7.637970524486714,0.3384415156345988,34.20673543671868,45.256173896393776,1.1998422643212232,97.79934901441887,197.59545524152537,0.18109520450010255,0.6513955948301259,198.41262676983604,630.1441422034508,0.14132720823284015,0.8229322910178214,0.2229551402312139,0.2640522031047535,0.9079329502922009,0.8291802793893889,2.965138045637453,0.7550550373968264,1,True
urban_004,urban,231.99075111363257,661.042249342965,52.96843856515711,86.14942133569456,1.191262438844954,0.38316426367114764,5606.577558908772,11683.900083519005,0.0801285522812681,0.13850578664305446,17.096601812867355,35.635357825292104,-0.013199815733898607,2.0679128321163134,0.435,0.023333333333333334,0.06166666666666667,0.18111887208408378,145.62955399341377,0.3259545022047377,30.36190693771937,6.905517021785809,0.5297567611173766,38.41974942485385,44.59172062479499,0.849213144149386,98.02938610966571,171.78385190087403,0.15571164619649666,0.7854923046478308,231.99075111363257,327.9160212217224,0.0801285522812681,0.8024246388482464,0.13646293592589331,0.23897622248510214,0.8640590381880237,0.7443818613977504,2.8494336354778924,0.7544484029157242,1,True
urban_005,urban,284.01572195528104,777.088368401038,94.39559286011787,94.68612789603974,1.5798732370690816,0.5539842179465465,5402.436896071523,11790.825723378686,0.12147327797618572,0.0531387210396026,16.41645109752183,34.24534274621683,0.013217640741081515,2.1708431969408273,0.465,0.02,0.055,0.21192834819454512,152.68659804212314,0.31537352618533204,72.8161318805538,6.742341475768095,0.40000963063090267,40.65466033523563,49.46849331852069,1.0633318374911382,97.31636506182663,203.9399313339851,0.15055542282454826,0.758496157282187,284.01572195528104,329.06672686157754,0.12147327797618572,0.9365932336612399,0.0892615525382295,0.2052561629793751,0.8838566680476116,0.8368896551252369,2.7360751829203047,0.7265277957388594,1,True
urban_006,urban,267.91087754285206,781.305479273998,80.8581020541427,91.2317504885398,2.436805365051529,0.6040319954359137,9205.885458359362,19734.955474011018,0.10349088891375546,0.08768249511460202,17.49773252448167,34.38291432276294,0.002891243799264996,1.7391317548443237,0.44666666666666666,0.018333333333333333,0.05,0.16129014843905976,446.93466782338913,0.36507918913773985,48.048180142825174,2.437508206581711,0.24472804944684212,33.080949928964415,44.90315666947603,1.2291047429049793,99.42075074251473,198.25189064841075,0.1855957364747233,0.6360751939844375,267.91087754285206,526.0887007376009,0.10349088891375546,0.8241313165523584,0.18228775754812285,0.2365876933257612,0.8671759036648203,0.7911397567282292,2.916288754080278,0.7469893786467325,1,True
urban_007,urban,315.60053245253846,884.0158691190301,131.7923188759458,90.73477394375921,2.2598776268660523,0.9716707844726142,22831.08006869569,37080.33153088855,0.14908348865252297,0.09265226056240794,16.806356990262163,34.437502015315054,0.007523711791819448,2.032284094804846,0.45666666666666667,0.008333333333333333,0.07,0.1876604546095801,238.42712475981548,0.32978440302255346,69.21089079094739,5.1411379920538165,0.2324239421742511,38.462934961357384,43.60421810490564,1.1500476501579284,98.21156060215374,188.21864306184926,0.16054464225038445,0.6941393812862798,315.60053245253846,1358.397996896451,0.14908348865252297,0.9455004251952315,0.10156782829538384,0.19976857323448627,0.8391312453661833,0.7613838385744579,2.801059498377027,0.7323530163205263,1,True
urban_008,urban,263.05387518224614,709.1755104671471,62.29065943351714,93.22214718697201,2.207819781663601,0.6959390066697104,20545.59543756074,32970.29275715388,0.08783519830977649,0.06777852813027996,16.17559543593472,34.927027723955895,0.011668793384852515,2.169779552113352,0.45166666666666666,0.025,0.04833333333333333,0.21536968488925098,171.26962972714168,0.31547935228911456,51.123573290328224,5.4942586668183075,0.2953821684850336,38.57688048375614,44.850653078756594,1.1593589960742121,98.72643593872198,193.409661027055,0.14557063319074506,0.6483989294422596,263.05387518224614,1270.0815520131457,0.08783519830977649,0.7889145596698959,0.0951042426835779,0.18674233149859867,0.9529070471744151,0.888320410071962,2.695932572655787,0.6977841095255997,1,True
urban_009,urban,180.66656213753186,501.05675643020743,39.673715942084954,90.2596319471714,1.2456237184608958,0.7282169573274758,18143.76332423769,51264.05564072325,0.07917992573299507,0.09740368052828596,16.640270911297225,36.11138949060462,0.01606859751770345,2.090381985597872,0.45666666666666667,0.015,0.055,0.20498015123168936,122.46946378750451,0.3235845939629168,59.08442013725285,1.8213312604465943,0.570208694170289,35.07513733035859,45.061389760312665,0.874914910744522,98.34828951104984,175.21942317078123,0.14833776926615252,0.7640692942776359,180.66656213753186,1090.2871193521926,0.07917992573299507,0.840828068454286,0.1701776589971752,0.2549204542538323,0.9301146375080862,0.8395180485015661,2.7733784852162047,0.7316486284069267,1,True
urban_010,urban,295.66069250191913,855.615249463132,128.03786620429614,94.86145013440535,1.496230772394267,0.8376022555751013,5080.6598701672365,14273.833912125117,0.14964403292321204,0.05138549865594655,17.363456242143073,34.224553072895816,-0.016408663349417728,1.8636133509729431,0.49166666666666664,0.0033333333333333335,0.065,0.17356488783249455,107.05091560262011,0.3492091555098524,67.35904465854948,3.0671586567961757,0.40509315301922744,28.336984610470385,42.97576479843353,0.9083845276869507,97.80855975119346,169.803439440053,0.1761580864092498,0.8006570278116937,295.66069250191913,292.5896324836599,0.14964403292321204,0.9080863519336064,0.15042502030593563,0.2503864177459001,0.8361874544375754,0.793219545121454,2.8939093736905126,0.6773259617045758,1,True
urban_011,urban,270.299452349964,794.4191245446216,90.17656712140038,87.08596569195095,2.10526262605403,0.6002630684312251,9944.304854473823,17418.831126702156,0.11351244050255084,0.1291403430804905,17.634200535102803,35.30517468581071,-0.010320045351894649,1.9042744172067971,0.4483333333333333,0.025,0.05333333333333334,0.1738553481536732,168.22144770719282,0.3443200801120425,40.25744712133558,3.1824905331886577,0.30864802243923006,36.16683706388784,46.6835105261255,1.165248998338719,97.34954912784086,200.5228051517081,0.17137176715955263,0.6819901785993888,270.299452349964,563.889525082503,0.11351244050255084,0.9442701533381276,0.15047425944693282,0.22668259138803748,0.939474433016762,0.818150382421628,2.939033422517134,0.7443069957564894,1,True
urban_012,urban,276.43179527867045,784.0022632509603,43.369109372889795,93.04060601960855,1.4563288120514608,0.6724168314451622,21120.54953671152,55632.91163536992,0.05531751129842848,0.06959393980391448,17.01690492862318,34.94752317888237,-0.024910548323324944,2.0194760710875284,0.475,0.021666666666666667,0.06166666666666667,0.18674779882565987,77.94030623696122,0.33118328360848004,77.04486314847017,2.457858394721016,0.4323024423110373,38.68666305406287,49.50134376820424,1.026925518979523,98.35950192287514,201.63329508205038,0.1599426791358214,0.7336713632518774,276.43179527867045,1241.0781247924306,0.05531751129842848,0.8053351010381347,0.10537619271302004,0.20995998827818751,0.9266004984907965,0.8621147191765508,2.836150821437197,0.7161311802046921,1,True
urban_013,urban,189.93670372543968,534.1291338641375,63.32420878422269,92.19857849491065,1.1586034797161653,0.45803125965737157,11767.490463357426,25009.60594546219,0.11855576903348795,0.07801421505089357,16.872856800850048,36.05645813458039,0.016305069916192745,1.969225395089252,0.4766666666666667,0.025,0.041666666666666664,0.19383379694413802,113.79470898563682,0.33678817433458635,71.15860127602812,2.1034735816817314,0.5783426003313272,35.98104500457363,50.3596872403249,0.9547747887213476,98.55475684899898,199.97050579594782,0.1567415186420395,0.80080917274202,189.93670372543968,697.3800123019071,0.11855576903348795,0.922980831656244,0.19926912389811624,0.27972330888727376,0.9107409859423462,0.8396902428093772,2.8121428001416744,0.7481394399402842,1,True
urban_014,urban,254.04557269113414,793.1406102657944,100.4061839150551,89.0976336074639,1.1960109115093622,0.4228547300014296,5880.354105204988,13100.753155289438,0.12659301014532245,0.109023663925361,18.7322440268641,34.44759730615542,-0.009684365368912652,1.4954752644923703,0.455,0.01,0.056666666666666664,0.1360803898616802,139.9685627415571,0.40072527034381167,83.51498101236179,5.485012981945022,0.5067522450069935,40.77281346167607,48.21394578783327,0.923082189209474,97.75355239258776,189.98994716935357,0.21706783097628043,0.8283080795307696,254.04557269113414,313.8994024084863,0.12659301014532245,0.7598862239837118,0.24834867062677207,0.31467081828221716,0.8432891811909502,0.7513507049088952,3.1220406711440165,0.7597241900938925,1,True
urban_015,urban,229.32890101049003,644.3500308823016,89.51873928599557,88.03112788498825,1.3475767665980871,1.0687823720619727,14361.479716965581,24769.428696625975,0.13892852652601287,0.11968872115011753,16.858320814597047,34.05592663643968,0.01067778758548145,1.9902077620428689,0.44,0.02,0.06833333333333333,0.1897725594675365,170.42678225430464,0.3344249228076426,40.27327998793564,3.4664783901727563,0.5011557456698925,33.47762650900979,47.78804893812306,0.9600340087418874,97.95604479538153,190.89178002257705,0.16495754341335697,0.7917964671897066,229.32890101049003,851.842127859101,0.13892852652601287,0.8325934477747741,0.17164032979136257,0.26134349131275886,0.9412946220888591,0.8286322725455604,2.8097201357661743,0.7398247911721147,1,True
urban_016,urban,282.8025872527485,786.4029309792285,59.52642405946882,87.42802606659295,2.9881211030450165,0.4691937527781236,23347.76466817115,56150.359786222216,0.07569446402098556,0.12571973933407055,16.684492287400435,33.69681016325251,-0.012178326681995989,2.0091616624616093,0.4666666666666667,0.013333333333333334,0.058333333333333334,0.185485193190393,152.4595429256199,0.33231847011568055,80.8613790244572,4.7547842132857525,0.11957319213824813,41.157585885265036,52.57956675233734,1.5480276659602517,98.03591271419955,247.66025582258703,0.1638794906286275,0.566540522642697,282.8025872527485,1399.285335189153,0.07569446402098556,0.8429891348958187,0.10877406627441244,0.17857254429318686,0.8336098155396903,0.7288086068237177,2.780748714566739,0.7320950887314535,2,True
urban_017,urban,191.0841054893697,586.0956785220674,40.96011058292539,93.05522641952801,2.6847850114262393,1.146306575958178,21407.29262149607,42278.6363254722,0.06988626976391095,0.06944773580471986,18.403278818645838,33.339908272102164,-0.009742531831716562,1.664818538152545,0.46166666666666667,0.006666666666666667,0.065,0.15062101182738066,154.9745036116427,0.37526007331563976,90.0975262499868,7.7072100363504195,0.2719588922253825,35.19945878039787,41.05932911003756,1.226622085628623,99.46848936305913,183.9923457787126,0.20638507448646448,0.5822418669804633,191.0841054893697,1163.169327765661,0.06988626976391095,0.8120437520046293,0.24468909418163698,0.26326182990507485,0.8219184047812572,0.7648380325529716,3.067213136440973,0.7397883013998845,1,True
urban_018,urban,232.2327177955729,607.005637972603,39.50417424985898,89.7354938326114,2.8467218539296306,0.5625888998243567,7784.569885297273,12605.239239774057,0.06508030024482529,0.10264506167388598,15.682690459841169,34.698926564080104,0.004919579206363679,2.179685992496752,0.4666666666666667,0.015,0.06333333333333334,0.2201904510301428,368.2163742574035,0.31449646360041367,41.10872927201455,2.013429596781993,0.19842291141850088,28.174521675901623,36.820855510559454,1.1904336663900783,97.87508896804897,166.0387146313899,0.14192172466997233,0.5660036930711593,232.2327177955729,496.3480951903528,0.06508030024482529,0.9317419496731787,0.10941235322741748,0.17884815055068234,0.9525635022895846,0.8547875628487773,2.6137817433068617,0.7177295909271251,1,True
urban_019,urban,278.18777493568047,832.8787046452646,59.679243650784805,88.24525460779715,1.2518811442976605,0.8887620993394842,10726.023285998672,27907.391268733376,0.07165409760609193,0.11754745392202848,17.963665833363823,33.62063713176884,0.015156592080275194,1.8688100259949916,0.4716666666666667,0.01,0.06166666666666667,0.16108942973723162,115.66857767465281,0.3485765843463856,45.74211583378678,1.59093597436912,0.4714359962047874,32.08060709856955,42.59627204388853,0.8274897841670689,97.1242056452068,163.01898310539588,0.18526731141723166,0.7812059536189064,278.18777493568047,597.0622212230852,0.07165409760609193,0.8448494079415988,0.1390933928810689,0.23969722645242264,0.8774026157342091,0.7742661721901248,2.993944305560637,0.7415520286957316,1,True
urban_020,urban,221.34795728216704,623.0019492552894,53.38454155342024,86.89566919000022,1.2364263424095183,1.1213609102085866,20119.892759381386,48535.424316756485,0.08568906715005731,0.13104330809999776,16.887491266823137,34.66560465867457,0.00956296466128312,2.031601472376655,0.46,0.011666666666666667,0.04833333333333333,0.19426908810470378,192.33250678411994,0.32985866022028276,43.54380135432571,1.0516581422026943,0.5313667742359293,36.81579925052988,45.37807180472845,0.8784893388174244,98.98854853238655,176.61888587183262,0.16018669990876477,0.778108516737531,221.34795728216704,1191.3374878492684,0.08568906715005731,0.7738083202804708,0.1533754577080609,0.24764697797234275,0.8244258147793794,0.7163903287276534,2.8145818778038563,0.7168233406811314,1,True
urban_021,urban,265.6505379642444,775.7341549598647,67.29582081084303,94.15057351890088,2.4691045003292147,0.7683413058316328,20703.904202859423,34879.46378425774,0.08675102627561698,0.05849426481099118,17.520781118785667,34.416576022495256,-0.015356196086841694,1.8261147570392622,0.47333333333333333,0.025,0.04,0.1666534707460905,111.64666572494464,0.3538426730582007,33.220981213366606,6.877311515848818,0.24052856196991268,37.51223679004414,44.09402893471139,1.2226119287929922,98.94476427854869,194.85223468014124,0.17916063024889478,0.6227955715004752,265.6505379642444,1181.6095671154171,0.08675102627561698,0.8835728984973542,0.16156445300164937,0.22149778610108467,0.9158094376182393,0.8622398378577931,2.9201301864642777,0.7502143646418895,1,True
urban_022,urban,199.48329275247372,611.0919413805398,62.00457430532967,91.74624252694026,2.1992867614292146,0.30981209522071884,23028.157398058327,63019.90378449232,0.10146504746929844,0.08253757473059731,18.380244268540483,34.74709953394776,0.01424183040298672,1.626729429252836,0.4533333333333333,0.018333333333333333,0.051666666666666666,0.14635142445630214,106.72795761682727,0.38070156326852683,74.38104469119017,7.696883165802328,0.36065935496168344,34.83791278629369,47.283925846245445,1.2054645453536732,97.44316768312456,205.4053644598115,0.20029450991175818,0.6491835088536577,199.48329275247372,1252.8073215082093,0.10146504746929844,0.7692037786358683,0.255481158825867,0.2831253970662518,0.8364661613727311,0.7674262730688135,3.0633740447567477,0.7637552733977094,1,True
urban_023,urban,213.00781306531832,645.2394290412523,72.29222487236046,93.33780215817816,2.7102908322227615,0.30371728780717655,6899.725294190757,14656.176038494687,0.11203920526148338,0.06662197841821837,18.17509188294585,35.306892316568444,-0.014805482180806033,1.7612857798537354,0.45166666666666666,0.008333333333333333,0.065,0.16106456015932,111.43511850543968,0.36215012850027056,83.77004258401877,6.652154206446114,0.24493402049012936,40.625552963041194,48.35811824706859,1.3802496146082002,97.80415482378565,220.99640787979817,0.1854314451337492,0.6013859957874699,213.00781306531832,379.60444624867836,0.11203920526148338,0.7811120599101616,0.2215987458087092,0.2532364466427195,0.841882669052867,0.7857947800445548,3.029181980490975,0.7480155458447545,1,True
urban_024,urban,219.7967538075445,641.6825996181557,45.30991398145124,94.37508894784811,1.2515544243178107,0.9072729553853509,23380.55472763209,47087.8767110398,0.07061098960362029,0.05624911052151882,17.516617197541066,33.95552758822911,-0.01863407849642146,1.9687511248382947,0.4533333333333333,0.016666666666666666,0.065,0.18667723006388037,100.27214290689132,0.3368419776361244,51.867122322704276,3.8195946556975198,0.5298923613288934,39.84296725879983,52.91346472348831,1.0337356217651095,97.2796631706473,214.59841210379778,0.17268258083587826,0.7682030243186975,219.7967538075445,1334.6880722404414,0.07061098960362029,0.7790447649404092,0.16258550655776877,0.25119190879840075,0.8504303442932228,0.8025943938662201,2.919436199590178,0.7312829887078409,1,True
